path,bytes,md5
outputs_llm_matrix_v2\qwen-turbo_hard\llm_agent_trace.csv,1486,22570da929a3d8daa7e17252efda7dd1
outputs_llm_matrix_v2\qwen-turbo_std\llm_agent_summary.json,1600,0fbc185f8c0dfd28a9ffa43d82022c9d
outputs_llm_matrix_v2\qwen-turbo_std\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix_v2\qwen-turbo_std\llm_agent_temperature_demo.html,125381,32fd895594b947b376f2bbbaa008126f
outputs_llm_matrix_v2\qwen-turbo_std\llm_agent_trace.csv,1606,32b3ee09cb3ae4e933b63b0bd6b46393
outputs_llm_matrix_v3\AGGREGATE_REPORT.md,3048,5b60609e40d4b3828dc5741e38ac8f66
outputs_llm_matrix_v3\matrix_summary.csv,4413,dcb96e48b91695a35a691829a6a4da83
outputs_llm_matrix_v3\qwen-max_hard_r71\llm_agent_summary.json,1750,b78a4f5125205076ad9838a4a2a0e5aa
outputs_llm_matrix_v3\qwen-max_hard_r71\llm_agent_temperature.csv,70781,a1b82861585ea5e0d97378d60dfbf041
outputs_llm_matrix_v3\qwen-max_hard_r71\llm_agent_temperature_demo.html,121215,f11eade7ea92c4fe2817f597ad350b75
outputs_llm_matrix_v3\qwen-max_hard_r71\llm_agent_trace.csv,1983,7496237ec8a68a6b57e95e2bef21926c
outputs_llm_matrix_v3\qwen-max_hard_r72\llm_agent_summary.json,1644,1b6d5d06c1c5d7b6fe98130c6ee36cc1
outputs_llm_matrix_v3\qwen-max_hard_r72\llm_agent_temperature.csv,71278,cf80d977e54f7323481bef2d4d8b022c
outputs_llm_matrix_v3\qwen-max_hard_r72\llm_agent_temperature_demo.html,121077,7aeb74a8e86104133cd9019c4628bf2f
outputs_llm_matrix_v3\qwen-max_hard_r72\llm_agent_trace.csv,1962,59626af00951206582faa02c4103830f
outputs_llm_matrix_v3\qwen-max_hard_r73\llm_agent_summary.json,1745,3abffed455c5fc9acfdd4853d5cb17d5
outputs_llm_matrix_v3\qwen-max_hard_r73\llm_agent_temperature.csv,75829,7dee2c69cb2a413ea0f8132e2842b35d
outputs_llm_matrix_v3\qwen-max_hard_r73\llm_agent_temperature_demo.html,125840,6351310b1787008afd123e77cf5407b9
outputs_llm_matrix_v3\qwen-max_hard_r73\llm_agent_trace.csv,1797,76be4e29a600adcdd794797384823044
outputs_llm_matrix_v3\qwen-max_std_r71\llm_agent_summary.json,1709,5230d2373247e62d303f6eaf5214b391
outputs_llm_matrix_v3\qwen-max_std_r71\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix_v3\qwen-max_std_r71\llm_agent_temperature_demo.html,126061,de93a3a35ce2aaa7a3ffdd73871f9c34
outputs_llm_matrix_v3\qwen-max_std_r71\llm_agent_trace.csv,2067,16daa72dbc4c38fb9fdadfebbf960df5
outputs_llm_matrix_v3\qwen-max_std_r72\llm_agent_summary.json,1671,7372b83bff26db3341f6418a8a882ec0
outputs_llm_matrix_v3\qwen-max_std_r72\llm_agent_temperature.csv,70742,7fc7251d6bab0169f8170c6adfc12410
outputs_llm_matrix_v3\qwen-max_std_r72\llm_agent_temperature_demo.html,120628,62d47eda340849358bfc2c570851c5a4
outputs_llm_matrix_v3\qwen-max_std_r72\llm_agent_trace.csv,1742,673b6e8a6ccc05f3213687d62904f5f2
outputs_llm_matrix_v3\qwen-max_std_r73\llm_agent_summary.json,1661,196b0c55e4bc8f17c32b5902db5bd629
outputs_llm_matrix_v3\qwen-max_std_r73\llm_agent_temperature.csv,76318,a7bf2495f74c4b72e80d52a9b9897283
outputs_llm_matrix_v3\qwen-max_std_r73\llm_agent_temperature_demo.html,126241,b92055970fd833a6c03f8a4e345ef016
outputs_llm_matrix_v3\qwen-max_std_r73\llm_agent_trace.csv,2217,d55098d215ae1082c324b9e5f31babf8
outputs_llm_matrix_v3\qwen-plus_hard_r71\llm_agent_summary.json,1689,63685a172a2906a1e5273bb4a0c5ec72
outputs_llm_matrix_v3\qwen-plus_hard_r71\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix_v3\qwen-plus_hard_r71\llm_agent_temperature_demo.html,125219,541ccae0beb1478a721da7a8ac3eb327
outputs_llm_matrix_v3\qwen-plus_hard_r71\llm_agent_trace.csv,1388,a6541e5cf2bc33a51df6632bade7e9e1
outputs_llm_matrix_v3\qwen-plus_hard_r72\llm_agent_summary.json,1636,200f6ea58f8f8e06015a897dd110da91
outputs_llm_matrix_v3\qwen-plus_hard_r72\llm_agent_temperature.csv,75939,0e66d5ccca44bf124c30c42da5c3b4a8
outputs_llm_matrix_v3\qwen-plus_hard_r72\llm_agent_temperature_demo.html,124974,0c3a89bf49177cb277d25dc591aa6af2
outputs_llm_matrix_v3\qwen-plus_hard_r72\llm_agent_trace.csv,1346,631e1f1ab9d5bdf95ca1a248ed7cd741
outputs_llm_matrix_v3\qwen-plus_hard_r73\llm_agent_summary.json,1629,be6b8f6315ccea51ae300750b574a25e
outputs_llm_matrix_v3\qwen-plus_hard_r73\llm_agent_temperature.csv,75829,7dee2c69cb2a413ea0f8132e2842b35d
outputs_llm_matrix_v3\qwen-plus_hard_r73\llm_agent_temperature_demo.html,124892,a31a61ddd789b8e6989318b60f349f40
outputs_llm_matrix_v3\qwen-plus_hard_r73\llm_agent_trace.csv,1267,c2d6c7b9efcc598c29837da41dbacfcb
outputs_llm_matrix_v3\qwen-plus_std_r71\llm_agent_summary.json,1781,009b5a2e57d6bc88279ec7a7e91507a9
outputs_llm_matrix_v3\qwen-plus_std_r71\llm_agent_temperature.csv,71608,54c31b68319b6aa8146736a388fc1899
outputs_llm_matrix_v3\qwen-plus_std_r71\llm_agent_temperature_demo.html,121223,6765808448ecb0aac513f83c7ed51e9c
outputs_llm_matrix_v3\qwen-plus_std_r71\llm_agent_trace.csv,2132,ddf3e227a33b13e112211559cc0d42fc
outputs_llm_matrix_v3\qwen-plus_std_r72\llm_agent_summary.json,1761,e6598d8b1c0d514b06b3a60f583c2f70
outputs_llm_matrix_v3\qwen-plus_std_r72\llm_agent_temperature.csv,76093,13a2a04297667226d966b571a176f18f
outputs_llm_matrix_v3\qwen-plus_std_r72\llm_agent_temperature_demo.html,125141,7eb6d8c8698332597e3d6798614512ab
outputs_llm_matrix_v3\qwen-plus_std_r72\llm_agent_trace.csv,1406,c28ea0125615d8dd0198d0d3f2ff4228
outputs_llm_matrix_v3\qwen-plus_std_r73\llm_agent_summary.json,1645,b6aafafe6aa53699934ec7fe0326bd8c
outputs_llm_matrix_v3\qwen-plus_std_r73\llm_agent_temperature.csv,76318,a7bf2495f74c4b72e80d52a9b9897283
outputs_llm_matrix_v3\qwen-plus_std_r73\llm_agent_temperature_demo.html,124909,dbe386817546dc8e3dc64920dc7e9348
outputs_llm_matrix_v3\qwen-plus_std_r73\llm_agent_trace.csv,1272,4160b2c90c4cbe8f8c338de21462552d
outputs_llm_matrix_v3\qwen-turbo_hard_r71\llm_agent_summary.json,1481,c989de1794ac455c6855604573375e51
outputs_llm_matrix_v3\qwen-turbo_hard_r71\llm_agent_temperature.csv,62086,12dfcb8ca99aefbd4293b80fbde68d31
outputs_llm_matrix_v3\qwen-turbo_hard_r71\llm_agent_temperature_demo.html,117979,774da434e82572ffcce41299132f3fd7
outputs_llm_matrix_v3\qwen-turbo_hard_r71\llm_agent_trace.csv,1572,8553da11fd52a95bca4f5e1e1925537c
outputs_llm_matrix_v3\qwen-turbo_hard_r72\llm_agent_summary.json,1578,b8e0d670979d594352fb562e6abf30a5
outputs_llm_matrix_v3\qwen-turbo_hard_r72\llm_agent_temperature.csv,75939,0e66d5ccca44bf124c30c42da5c3b4a8
outputs_llm_matrix_v3\qwen-turbo_hard_r72\llm_agent_temperature_demo.html,125325,8f2ad5b5d575d69950082151c9ff4b41
outputs_llm_matrix_v3\qwen-turbo_hard_r72\llm_agent_trace.csv,1565,afdbd7fce06cf7f14510b12f38e55cda
outputs_llm_matrix_v3\qwen-turbo_hard_r73\llm_agent_summary.json,1532,2343a13b92a2d66ef7856f324b81e689
outputs_llm_matrix_v3\qwen-turbo_hard_r73\llm_agent_temperature.csv,75829,7dee2c69cb2a413ea0f8132e2842b35d
outputs_llm_matrix_v3\qwen-turbo_hard_r73\llm_agent_temperature_demo.html,125230,6377d0f3264cfc0e3a4dbe7ba8e463e7
outputs_llm_matrix_v3\qwen-turbo_hard_r73\llm_agent_trace.csv,1512,7671fe0b05822c0dd7b7c61dfeed2a45
outputs_llm_matrix_v3\qwen-turbo_std_r71\llm_agent_summary.json,1545,7505b7b246da61db5a85dc8f6e515f5c
outputs_llm_matrix_v3\qwen-turbo_std_r71\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix_v3\qwen-turbo_std_r71\llm_agent_temperature_demo.html,125239,d5e0602accaee4dca668e4a238ef8e9e
outputs_llm_matrix_v3\qwen-turbo_std_r71\llm_agent_trace.csv,1519,08599734613f977ee1b78cbda7c62712
outputs_llm_matrix_v3\qwen-turbo_std_r72\llm_agent_summary.json,1572,4f777627a552399f48edf4d8b56143ac
outputs_llm_matrix_v3\qwen-turbo_std_r72\llm_agent_temperature.csv,76093,13a2a04297667226d966b571a176f18f
outputs_llm_matrix_v3\qwen-turbo_std_r72\llm_agent_temperature_demo.html,125328,e8702fddabf048bc20a64b479c42b5c1
outputs_llm_matrix_v3\qwen-turbo_std_r72\llm_agent_trace.csv,1592,4832b6e215f94f4c5792a58645a18754
outputs_llm_matrix_v3\qwen-turbo_std_r73\llm_agent_summary.json,1559,142fd169717b3e32e7b3282ce1e0eb0d
outputs_llm_matrix_v3\qwen-turbo_std_r73\llm_agent_temperature.csv,76318,a7bf2495f74c4b72e80d52a9b9897283
outputs_llm_matrix_v3\qwen-turbo_std_r73\llm_agent_temperature_demo.html,125003,ace81200abdfe6bcc78ec476ecb05180
outputs_llm_matrix_v3\qwen-turbo_std_r73\llm_agent_trace.csv,1376,fe512e0862a875665050a5beb080ef2a
outputs_review_v3\adaptive_state_spec.csv,1740,0db4aae49f768e728ac05561d69287f5
outputs_review_v3\algorithm_reports\01_zn_reaction_curve.html,1149046,d44158ed048a86b42572ef67a053cf17
outputs_review_v3\algorithm_reports\01_zn_reaction_curve_initial_cooling.png,155127,dccb82b40134db8661b17979388766cd
outputs_review_v3\algorithm_reports\01_zn_reaction_curve_setpoint_step.png,170726,3a78a3a0aa1e563567cbebd6ebb05939
outputs_review_v3\algorithm_reports\01_zn_reaction_curve_sustained_heat.png,179282,0435cf96370bb93cefea8d2b1063df59
outputs_review_v3\algorithm_reports\02_imc.html,1167848,f3c0a4d12b021d7477dcadf5944649ae
outputs_review_v3\algorithm_reports\02_imc_initial_cooling.png,153572,11e2098b3aac787aa1a573911bb05a39
outputs_review_v3\algorithm_reports\02_imc_setpoint_step.png,170813,3563077f68163dfcc7ddeb46881cb442
outputs_review_v3\algorithm_reports\02_imc_sustained_heat.png,193684,84d0d37fef962d983223a42f36c6f515
outputs_review_v3\algorithm_reports\03_bayesian_auto_tune.html,1121240,7fb2674f2df0ccf33f3f076128cabf79
outputs_review_v3\algorithm_reports\03_bayesian_auto_tune_initial_cooling.png,155430,520d3d489f7e95aaacff6798b99ff459
outputs_review_v3\algorithm_reports\03_bayesian_auto_tune_setpoint_step.png,170444,2186860594e099064ee0947bd216e2ad
outputs_review_v3\algorithm_reports\03_bayesian_auto_tune_sustained_heat.png,192886,701b6c86b8c9ac76750d3321e2b95a65
outputs_review_v3\algorithm_reports\04_fnn_self_tuning.html,1321441,1330620a55659691e3ef1159e4ccc9cf
outputs_review_v3\algorithm_reports\04_fnn_self_tuning_initial_cooling.png,177916,8d57e47a8bf69275c73c9b947d9f8932
outputs_review_v3\algorithm_reports\04_fnn_self_tuning_setpoint_step.png,208990,d0779ae3f55687f2f3af1fc6fb47e9af
outputs_review_v3\algorithm_reports\04_fnn_self_tuning_sustained_heat.png,240099,dde90b29632d0c33ae94533bb1edd945
outputs_review_v3\algorithm_reports\05_rl_self_tuning.html,2150022,f546101ca8eb6bf0ed53be323f31f05f
outputs_review_v3\algorithm_reports\05_rl_self_tuning_initial_cooling.png,173139,8ad729225dbfb85c8e266773c6f9ada8
outputs_review_v3\algorithm_reports\05_rl_self_tuning_setpoint_step.png,224869,60b575d14505eacd4e192bed3e57e6cf
outputs_review_v3\algorithm_reports\05_rl_self_tuning_sustained_heat.png,243370,d981df07ac0669633249435ea50e4e46
outputs_review_v3\bayesian_search_history.csv,2571,330f4a4042188d94be607d136da5da92
outputs_review_v3\bayesian_search_trace.png,300479,ab4437a4a838e4962824e42e0049586d
outputs_review_v3\case_initial_cooling.png,191752,a34c495d8a31e6d2cda2df45f1594be5
outputs_review_v3\case_metrics.csv,4774,b00f3f65cd352a1a025556d46ad8c6a9
outputs_review_v3\case_setpoint_step.png,279446,b207a662be52ae0a323234fe49ad4749
outputs_review_v3\case_studies.png,495717,a21a3f00a8a98a2f7bbc2348e49f1680
outputs_review_v3\case_sustained_heat.png,334115,2718a4dca3137921a0159616feddc569
outputs_review_v3\classical_tuning_history.csv,3571514,3c5c9d1000626b5ad61e1ff3018cc5bf
outputs_review_v3\classical_tuning_process.png,331260,f23600f2649af7ee16eb2c05b4414be4
outputs_review_v3\classical_tuning_steps.csv,3970,422babd4f819f5cd05ae28a13d92d524
outputs_review_v3\cross_validation_environment.csv,429,5874fe6b3ffb0c50c034259f273cdc4a
outputs_review_v3\dataset_manifest.csv,15134,84893813cd7c0c72a015e26e5d0e0883
outputs_review_v3\deployment_acceptance.csv,26973,c6fe20840ab9b53f0cfa18cf0125ab69
outputs_review_v3\dynamic_comparison.png,437780,b9c1879b357e20f4e353e50a1f81520f
outputs_review_v3\dynamic_metrics.csv,1837,c7d1d01ea1e69785c9206920a1108bc0
outputs_review_v3\dynamic_timeseries.csv,544365,f1d21e65b88d6c5f2ad1fd4984eea393
outputs_review_v3\engineering_report.html,4993227,3f6bfb479920b1d5d45f6c50f483005f
outputs_review_v3\engineering_report.md,11401,e080991a15f7996bd315fdc1800287e5
outputs_review_v3\esp32_build_validation.md,740,e67bfebd263580af8dd2ccc893565d68
outputs_review_v3\fnn_context_coefficients.npy,192,51011dc7d1bf5717f8f2ae7f99947030
outputs_review_v3\fnn_context_coefficients_candidate.npy,192,51011dc7d1bf5717f8f2ae7f99947030
outputs_review_v3\fnn_rule_table.npy,528,f44ed6774a85eff2dad8fe28c879a42d
outputs_review_v3\fnn_rule_table_candidate.npy,528,f44ed6774a85eff2dad8fe28c879a42d
outputs_review_v3\fnn_training_history.csv,10841,50c75b0372c8ea0519bc87a1a8ce89bf
outputs_review_v3\fnn_training_samples.csv,817576,65d7f99073541169426bf7b7bec78198
outputs_review_v3\fnn_training_trace.png,333925,46ce5cb9ff9df7bcd03cce49b820c8d3
outputs_review_v3\fopdt_cross_validation.csv,682,6a30aeefc5d310d7a59d1ab76c8c6bb5
outputs_review_v3\fopdt_cross_validation.png,255837,baa7a82de8d78a27c007dc31d8960fd1
outputs_review_v3\fopdt_cross_validation_timeseries.csv,362325,1a2f8b12b5a1681ebaeff762b4ec7dc4
outputs_review_v3\fopdt_fit_history.csv,7607,48781548db04acc9c509608829604c2c
outputs_review_v3\global_bayesian_tuning.csv,94,277f59a468be80925eaa1734b9a1bd3b
outputs_review_v3\holdout_metrics.csv,126250,ed7aa6f4254feb09c8c4b95b968aa1e1
outputs_review_v3\holdout_scenarios.csv,30284,bd43f31fb8dab008ad10e1798c0a766b
outputs_review_v3\holdout_summary.csv,3312,74b508bb850b002d020c6b76b35dbf14
outputs_review_v3\imc_lambda_tuning.csv,2298,79cfd406d181db8335447fbca4af6d45
outputs_review_v3\mcu_pc_sil_log.txt,8224,fb742382d33ad2f3d631c48cb2921e2b
outputs_review_v3\mcu_validation_summary.csv,577,9f5679c12aa62f5b8ae091f2fb80b7a4
outputs_review_v3\physical_cross_validation.csv,555,318ad91fc86d0d949c60986e4397f40f
outputs_review_v3\physical_cross_validation.png,332448,7c50dbfda5cf308b9177aa560ee67030
outputs_review_v3\physical_cross_validation_timeseries.csv,81399,18762852484014bbc721477d20c19ddc
outputs_review_v3\policy_manifest_v3.json,7551,a74ae109630554f3ae00680d7265ba82
outputs_review_v3\policy_parity_vectors.csv,9092,24080edfcc65f9f84103f32e20ee4927
outputs_review_v3\report_assets\katex\auto-render.min.js,3486,2499f8f84f6a72af275029af0206a56b
outputs_review_v3\report_assets\katex\fonts\KaTeX_AMS-Regular.ttf,63632,56573229753fad48910bda2ea1a6dd54
outputs_review_v3\report_assets\katex\fonts\KaTeX_AMS-Regular.woff,33516,10824af77e9961cfd548c8a458f10851
outputs_review_v3\report_assets\katex\fonts\KaTeX_AMS-Regular.woff2,28076,66c678209ce93b6e2b583f02ce41529e
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.ttf,12368,497bf407c4c609c6cf1f1ad38f437f7f
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.woff,7716,de2ba279933d60f7819ff61f71c17bed
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.woff2,6912,a9e9b0953b078cd40f5e19ef4face6fc
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.ttf,12344,e6fb499fc8f9925eea3138cccba17fff
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.woff,7656,a25140fbe6692bffe71a2ab861572eb3
outputs_review_v3\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.woff2,6908,08d95d99bf4a2b2dc7a876653857f154
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Bold.ttf,19584,b9d7c4497cab3702487214651ab03744
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Bold.woff,13296,40934fc076960bb989d590db044fef62
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Bold.woff2,11348,796f3797cdf36fcaea18c3070a608378
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Regular.ttf,19572,97a699d83318e9334a0deaea6ae5eda2
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Regular.woff,13208,e435cda5784e21b26ab2d03fbcb56a99
outputs_review_v3\report_assets\katex\fonts\KaTeX_Fraktur-Regular.woff2,11316,f9e6a99f4a543b7d6cad1efb6cf1e4b1
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Bold.ttf,51336,8e431f7ece346b6282dae3d9d0e7a970
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Bold.woff,29912,4cdba6465ab9fac5d3833c6cdba7a8c3
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Bold.woff2,25324,a9382e25bcf75d856718fcef54d7acdb
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-BoldItalic.ttf,32968,52fb39b0434c463d5df32419608ab08a
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-BoldItalic.woff,19412,5f875f986a9bce1264e8c42417b56f74
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-BoldItalic.woff2,16780,d873734390c716d6e18ff3f71ac6eb8b
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Italic.ttf,33580,39349e0a2b366f38e2672b45aded2030
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Italic.woff,19676,8ffd28f6390231548ead99d7835887fa
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Italic.woff2,16988,652970624cde999882102fa2b6a8871f
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Regular.ttf,53580,818582dae57e6fac46202cfd844afabb
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Regular.woff,30772,f1cdb692ee31c10b37262caffced5271
outputs_review_v3\report_assets\katex\fonts\KaTeX_Main-Regular.woff2,26272,f8a7f19f45060f7a177314855b8c7aa3
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-BoldItalic.ttf,31196,6589c4f1f587f73f0ad0af8ae35ccb53
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-BoldItalic.woff,18668,48155e43d9a284b54753e50e4ba586dc
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-BoldItalic.woff2,16400,1320454d951ec809a7dbccb4f23fccf0
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-Italic.ttf,31308,fe5ed5875d95b18c98546cb4f47304ff
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-Italic.woff,18748,ed7aea12d765f9e2d0f9bc7fa2be626c
outputs_review_v3\report_assets\katex\fonts\KaTeX_Math-Italic.woff2,16440,d8b7a801bd87b324efcbae7394119c24
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Bold.ttf,24504,f2ac73121357210d91e5c3eaa42f72ea
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Bold.woff,14408,0e897d27f063facef504667290e408bd
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Bold.woff2,12216,ad546b4719bcf690a3604944b90b7e42
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Italic.ttf,22364,f60b4a34842bb524b562df092917a542
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Italic.woff,14112,ef725de572b71381dccf53918e300744
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Italic.woff2,12028,e934cbc86e2d59ceaf04102c43dc0b50
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Regular.ttf,19436,3243452ee6817acd761c9757aef93c29
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Regular.woff,12316,5f8637ee731482c44a37789723f5e499
outputs_review_v3\report_assets\katex\fonts\KaTeX_SansSerif-Regular.woff2,10344,1ac3ed6ebe34e473519ca1da86f7a384
outputs_review_v3\report_assets\katex\fonts\KaTeX_Script-Regular.ttf,16648,a189c37d73ffce63464635dc12cbbc96
outputs_review_v3\report_assets\katex\fonts\KaTeX_Script-Regular.woff,10588,a82fa2a7e18b8c7a1a9f6069844ebfb9
outputs_review_v3\report_assets\katex\fonts\KaTeX_Script-Regular.woff2,9644,1b3161eb8cc67462d6e8c2fb96c68507
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size1-Regular.ttf,12228,0d8d9204004bdf126342605f7bbdffe6
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size1-Regular.woff,6496,4788ba5b6247e336f734b742fe9900d5
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size1-Regular.woff2,5468,82ef26dc680ba60d884e051c73d9a42d
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size2-Regular.ttf,11508,1fdda0e59ed35495ebac28badf210574
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size2-Regular.woff,6188,b0628bfd27c979a09f702a2277979888
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size2-Regular.woff2,5208,95a1da914c20455a07b7c9e2dcf2836d
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size3-Regular.ttf,7588,963af864cbb10611ba33267ba7953777
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size3-Regular.woff,4420,4de844d4552e941f6b9c38837a8d487b
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size3-Regular.woff2,3624,9108a400f4787cffdcc3a3b813401e6a
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size4-Regular.ttf,10364,27a23ee69999affa55491c7dab8e53bf
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size4-Regular.woff,5980,3045a61f722bc4b198450ce69b3e3824
outputs_review_v3\report_assets\katex\fonts\KaTeX_Size4-Regular.woff2,4928,61522cd3d9043622e235ab57762754f2
outputs_review_v3\report_assets\katex\fonts\KaTeX_Typewriter-Regular.ttf,27556,6bf4287568e1d3004b54d5d60f9f08f9
outputs_review_v3\report_assets\katex\fonts\KaTeX_Typewriter-Regular.woff,16028,0e0460587676d22eae09accd6dcfebc6
outputs_review_v3\report_assets\katex\fonts\KaTeX_Typewriter-Regular.woff2,13568,b8b8393d2e65fcebda5fa99fa3264f41
outputs_review_v3\report_assets\katex\katex.min.css,24728,f135708cdeb09e80a2c4125b22d30bd5
outputs_review_v3\report_assets\katex\katex.min.js,272179,45d69fd6e087c760434078d3cd280f04
outputs_review_v3\report_assets\katex\katex.mjs,618249,77f0b0bee07ec70cd349c543fe21c1fa
outputs_review_v3\review_defect_matrix.csv,2446,94bc69ad8e08376a41b53c6b24ddf1f8
outputs_review_v3\review_remediation.md,2730,02f4f7335545f05d1c93ef8e726b9373
outputs_review_v3\rl_q_table.npy,5528,a579dbaa5bb0ed2dd271c5ef22fe83f7
outputs_review_v3\rl_q_table_candidate.npy,5528,a579dbaa5bb0ed2dd271c5ef22fe83f7
outputs_review_v3\rl_training_history.csv,188823,3f414c3343ccb5865c21c953c094ff20
outputs_review_v3\rl_training_trace.png,939500,bd33dc7f1963b5161cafda1aed2bda0b
outputs_review_v3\rl_training_transitions.csv,7688823,c56d0e5409048bf9878557ebfb85bef9
outputs_review_v3\training_convergence_overview.png,168127,1e16a636da9fc9dc8892d8630948ad74
outputs_review_v3\training_labels.csv,16103,a32b4c9ece1f24406a8f9954d1bbcc8e
outputs_review_v3\training_labels.png,109642,340f147db4b7678720fdaed21b7361a7
outputs_review_v3\training_scenarios.csv,18545,20f7ec04733374576dea2a473ac9d4e6
outputs_review_v3\validation_scenarios.csv,6509,e65c7ef3bf9b7a052394e78f3c6a0907
outputs_tuning_benchmark\imc_lambda_candidates.csv,2306,afcafe1fbbb399fd0aea5090ea7fe9e8
outputs_tuning_benchmark\tuning_method_summary.csv,1120,8e712b59835091b401a89ad9b35ed0cb
outputs_tuning_benchmark\tuning_runtime.png,68343,c9528dc63677b7e3519627e27da5b411
outputs_tuning_benchmark\tuning_runtime_report.md,1507,6d9064a188ec78a6810d7b8ecbe87933
outputs_tuning_benchmark\tuning_stage_times.csv,580,b7d3aef816ea61be3820c146da1f4ee9
pyproject.toml,498,e01b49f9eca3b08317c7493e8f25dd30
pytest.ini,72,85a8c71989e2755729fa61628bff88cb
README.md,16809,5f6e9adc2df02c36d27544445d25c391
render_report.py,2898,09590e170652a4e0657440cceff81afc
reports\AI-PI整定_汇报slides.pptx,1777679,be7dc2f3824b57920c671487223127ab
reports\check_math.py,1806,a273b7ba99cd3cda8466b3860c8012b9
reports\dump_s4_numbers.py,18496,ae236eaca404eb3de25a050b33e5030d
reports\figures\fig03_zn_fopdt辨识.png,123247,1b350cc35522fe39764e0d0ab68d981d
reports\figures\fig04_imc_lambda扫描.png,110199,ee92f57dbea285ab5671cdd527ee15fc
reports\figures\fig05_bo搜索轨迹.png,99859,29adf8000e68b69f34b129510214147b
reports\figures\fig06_安全bo风险搜索.png,100349,52699120733d0f945f9c265df60bcfbc
reports\figures\fig07_llm工具调用轨迹.png,128231,8da530cadeb6e60ad805d4e57947243f
reports\figures\fig08_fnn训练收敛.png,131523,d895469e5da601055e4fd5d44bcdfccd
reports\figures\fig09_rl训练收敛.png,213660,72618eac34d08d0f9b8a9b4672f878ea
reports\figures\fig10_整定耗时对比.png,115198,77f94a214c4a3ade0776f8cb9eb50a80
reports\figures\fig11_控制性能对比.png,83798,e935162af23ccd72f265d6715c836c31
reports\figures\fig12_工况一_ZN.png,139520,477878d8097a577ceba3d1dc1705ef0b
reports\figures\fig13_工况一_IMC.png,132791,6d264cf951d153e939c94855a7bce099
reports\figures\fig14_工况一_BO.png,137262,02ba61f2262156bc32c627758856ca14
reports\figures\fig15_工况一_FNN.png,130588,eac286134ae07a4ef5c8a6c341576fbe
reports\figures\fig16_工况一_RL.png,130372,fc6a95a4777ef7bf899f8776225eb20a
